gene	gene_id	transcript	oe_lof_upper	obs_lof	exp_lof	mu_lof	cds_length	canonical	chr.hg38	gene_start	gene_end	transcript_start	transcript_end	gene_length	transcript_length	ccr_length
DDB2	ENSG00000134574	ENST00000256996	0.848	12	22.927	2.318535e-06	1281	1	11	47214465	47239217	47214974	47239217	24753	24244	1279
LRP4	ENSG00000134569	ENST00000378623	0.416	30	97.863	9.284525e-06	5715	1	11	46856717	46918642	46856717	46918550	61926	61834	5666
PRH2	ENSG00000134551	ENST00000381847	1.649	1	2.3857	2.940295e-07	498	0	12	10929236	10934845	10929236	10931164	5610	1929	0
C12orf39	ENSG00000134548	ENST00000256969	1.398	7	9.3604	1.074948e-06	348	1	12	21526296	21541249	21526296	21532947	14954	6652	351
KLRC1	ENSG00000134545	ENST00000347831	1.418	8	10.136	9.4103175e-07	645	0	12	10442264	10454685	10446031	10453330	12422	7300	590
KLRD1	ENSG00000134539	ENST00000336164	1.213	6	9.7503	6.9192575e-07	537	1	12	10226058	10329608	10307870	10329608	103551	21739	547
SLCO1B1	ENSG00000134538	ENST00000256958	1.354	32	31.744	2.5089825e-06	2073	1	12	21131194	21239796	21131194	21239796	108603	108603	2050
RERG	ENSG00000134533	ENST00000256953	1.282	9	12.241	1.5350035e-06	597	1	12	15107783	15348675	15107783	15221417	240893	113635	621
EMP1	ENSG00000134531	ENST00000256951	0.787	1	6.0265	4.266225e-07	471	1	12	13196723	13219941	13196726	13219941	23219	23216	674
CABLES1	ENSG00000134508	ENST00000256925	0.63	8	22.929	2.2158575e-06	1899	1	18	23134564	23260470	23135485	23260470	125907	124986	1407
KCTD1	ENSG00000134504	ENST00000317932	0.442	1	10.721	8.66444e-07	771	0	18	26454910	26657401	26454913	26629242	202492	174330	1407
TMEM241	ENSG00000134490	ENST00000383233	0.952	13	21.706	1.5466615e-06	888	1	18	23197144	23437961	23296013	23437961	240818	141949	972
HRH4	ENSG00000134489	ENST00000256906	1.438	12	13.488	1.1876755e-06	1170	1	18	24460637	24479961	24460637	24479961	19325	19325	1172
CCNH	ENSG00000134480	ENST00000256897	0.809	8	17.843	1.55723075e-06	969	1	5	87318416	87413029	87394274	87412930	94614	18657	1019
IL15RA	ENSG00000134470	ENST00000379971	1.538	4	5.7546	6.95058e-07	462	0	10	5943639	5978187	5953152	5977507	34549	24356	726
ECHDC3	ENSG00000134463	ENST00000379215	1.737	8	7.83	5.5290075e-07	909	1	10	11742366	11764070	11742382	11764070	21705	21689	739
ANKRD16	ENSG00000134461	ENST00000191063	1.577	13	12.996	1.54979375e-06	912	0	10	5861616	5889906	5878122	5889906	28291	11785	976
IL2RA	ENSG00000134460	ENST00000256876	0.844	7	15.574	1.15941825e-06	789	0	10	6010689	6062370	6012797	6062290	51682	49494	816
RBM17	ENSG00000134453	ENST00000379888	0.122	0	24.493	2.3759875e-06	1203	1	10	6089034	6117457	6089034	6117447	28424	28414	1306
FBXO18	ENSG00000134452	ENST00000362091	0.459	16	52.956	4.8345525e-06	3129	1	10	5890203	5937594	5890243	5937593	47392	47351	3299
KIAA1468	ENSG00000134444	ENST00000256858	0.269	11	67.674	6.0201175e-06	3750	0	18	62187255	62310249	62187258	62307112	122995	119855	3730
GRP	ENSG00000134443	ENST00000256857	1.733	4	4.7196	3.335595e-07	444	1	18	59220158	59230774	59220158	59230771	10617	10614	300
NARS	ENSG00000134440	ENST00000256854	0.781	20	37.231	4.0811375e-06	1644	1	18	57600656	57622213	57600656	57621836	21558	21181	1644
RAX	ENSG00000134438	ENST00000256852	1.75	1	1.9748	6.5755475e-07	312	0	18	59267035	59274086	59267035	59273385	7052	6351	742
ERN2	ENSG00000134398	ENST00000256797	1.029	42	52.81	5.1146125e-06	2922	1	16	23690310	23713226	23690310	23713222	22917	22913	2805
CFHR5	ENSG00000134389	ENST00000256785	1.829	41	28.546	2.346675e-06	1707	1	1	196975010	197009678	196977556	197009678	34669	32123	1769
CRB1	ENSG00000134376	ENST00000367399	0.806	28	47.606	4.26254e-06	3882	0	1	197268204	197478455	197268413	197477879	210252	209467	4332
TIMM17A	ENSG00000134375	ENST00000367287	0.681	3	11.378	1.116354e-06	513	1	1	201955503	201970664	201955503	201970664	15162	15162	516
CDC73	ENSG00000134371	ENST00000367435	0.188	3	41.236	4.3967075e-06	1593	1	1	193121983	193254815	193122031	193254815	132833	132785	1589
CFHR4	ENSG00000134365	ENST00000251424	1.761	19	15.436	2.2493575e-06	993	0	1	196888014	196918795	196888082	196918633	30782	30552	995
FST	ENSG00000134363	ENST00000256759	0.29	1	16.386	1.300135e-06	1032	1	5	53480626	53487134	53480629	53487134	6509	6506	1017
ANO3	ENSG00000134343	ENST00000256737	0.766	38	65.041	5.9313425e-06	2943	1	11	26188842	26663289	26332130	26663289	474448	331160	2972
SAA2	ENSG00000134339	ENST00000256733	1.942	7	4.3594	4.5286975e-07	366	1	11	18239223	18248668	18245240	18248668	9446	3429	0
LDHA	ENSG00000134333	ENST00000227157	0.79	4	11.591	1.327069e-06	723	0	11	18394560	18408425	18394586	18408218	13866	13633	1127
CMPK2	ENSG00000134326	ENST00000256722	1.439	10	11.747	8.3808625e-07	1347	1	2	6840570	6866635	6848316	6865907	26066	17592	781
LPIN1	ENSG00000134324	ENST00000449576	0.727	29	54.371	4.8918375e-06	2925	1	2	11677595	11827409	11677595	11824887	149815	147293	2950
MYCN	ENSG00000134323	ENST00000281043	0.412	1	11.528	1.1366885e-06	1392	1	2	15940550	15947007	15940550	15947004	6458	6455	1127
RSAD2	ENSG00000134321	ENST00000382040	1.813	19	14.741	1.0405435e-06	1083	1	2	6865557	6898239	6877777	6898239	32683	20463	1111
ROCK2	ENSG00000134318	ENST00000315872	0.215	11	84.577	7.83163e-06	4164	1	2	11179759	11348330	11179759	11344636	168572	164878	4141
KIDINS220	ENSG00000134313	ENST00000256707	0.35	20	82.964	7.4405175e-06	5313	1	2	8721081	8837630	8728858	8837613	116550	108756	5408
YWHAQ	ENSG00000134308	ENST00000238081	0.499	2	12.61	1.22176175e-06	735	1	2	9583967	9630997	9583967	9630997	47031	47031	675
SLC38A2	ENSG00000134294	ENST00000256689	0.242	2	25.977	1.8423325e-06	1518	1	12	46358188	46372773	46358188	46372773	14586	14586	1590
TMEM106C	ENSG00000134291	ENST00000256686	1.432	13	14.405	1.507768e-06	693	0	12	47963569	47968878	47963584	47968849	5310	5266	837
ARF3	ENSG00000134287	ENST00000256682	0.716	2	8.7946	8.790065e-07	543	1	12	48935723	48957487	48935723	48957487	21765	21765	546
PPHLN1	ENSG00000134283	ENST00000256678	0.767	9	20.485	3.121865e-06	1089	0	12	42238447	42459715	42326167	42447165	221269	120999	1610
SPIRE1	ENSG00000134278	ENST00000309836	0.487	9	32.223	3.22203e-06	1635	0	18	12446512	12658107	12449504	12656732	211596	207229	1967
NAPG	ENSG00000134265	ENST00000322897	0.55	6	21.52	2.124905e-06	936	1	18	10525905	10552764	10526027	10552764	26860	26738	936
AP4B1	ENSG00000134262	ENST00000256658	0.827	20	35.137	3.44849e-06	2217	0	1	113894194	113905712	113894748	113905070	11519	10323	2288
NGF	ENSG00000134259	ENST00000369512	0.528	0	5.6654	5.4744025e-07	723	1	1	115285904	115338770	115285917	115338249	52867	52333	726
VTCN1	ENSG00000134258	ENST00000328189	1.913	12	8.403	1.010092e-06	498	0	1	117143587	117210960	117143588	117210960	67374	67373	890
CD101	ENSG00000134256	ENST00000256652	0.85	27	43.82	3.3835e-06	3063	1	1	117001750	117036552	117001750	117034250	34803	32501	2988
CEPT1	ENSG00000134255	ENST00000357172	0.244	1	19.414	1.6172795e-06	1248	1	1	111139479	111185104	111140223	111185104	45626	44882	1250
TRIM45	ENSG00000134253	ENST00000256649	1.08	15	21.395	1.8771725e-06	1740	1	1	117111060	117122587	117111060	117121749	11528	10690	1742
NOTCH2	ENSG00000134250	ENST00000256646	0.116	6	102.36	9.10463e-06	7413	1	1	119911553	120100779	119911553	120069662	189227	158110	6665
LAMTOR5	ENSG00000134248	ENST00000256644	1.771	8	7.5555	5.494e-07	519	1	1	110401249	110407942	110401253	110407942	6694	6690	503
PTGFRN	ENSG00000134247	ENST00000393203	0.538	13	38.417	3.6878475e-06	2637	1	1	116909916	116990353	116909916	116990353	80438	80438	2500
WNT2B	ENSG00000134245	ENST00000256640	0.675	5	15.586	2.5873725e-06	897	0	1	112466541	112530165	112466541	112521283	63625	54743	1301
SORT1	ENSG00000134243	ENST00000256637	0.212	4	43.153	3.7635575e-06	2493	1	1	109309568	109397918	109309575	109397918	88351	88344	2190
PTPN22	ENSG00000134242	ENST00000359785	1.089	36	43.658	3.3277225e-06	2421	1	1	113813811	113871753	113813811	113871712	57943	57902	2424
HMGCS2	ENSG00000134240	ENST00000369406	1.201	23	27.136	2.92589e-06	1524	1	1	119748002	119768905	119748002	119768905	20904	20904	1526
PSRC1	ENSG00000134222	ENST00000369903	1.295	14	16.898	2.2496925e-06	999	0	1	109279556	109283186	109279585	109283122	3631	3538	1117
CHIA	ENSG00000134216	ENST00000343320	1.237	22	25.396	1.9820275e-06	1428	0	1	111290851	111320566	111310374	111320565	29716	10192	1429
VAV3	ENSG00000134215	ENST00000370056	0.724	31	57.755	5.1863025e-06	2541	1	1	107571161	107965180	107571161	107965180	394020	394020	2651
SYT6	ENSG00000134207	ENST00000369547	0.78	6	15.191	1.1809085e-06	1275	0	1	114089291	114153880	114089298	114153869	64590	64572	1370
GSTM3	ENSG00000134202	ENST00000256594	1.172	12	16.585	1.56630925e-06	675	0	1	109733932	109741038	109733932	109740516	7107	6585	675
GSTM5	ENSG00000134201	ENST00000256593	1.545	11	11.694	8.5296025e-07	654	1	1	109711780	109775428	109712251	109718268	63649	6018	89
TSHB	ENSG00000134200	ENST00000256592	1.805	3	3.4294	2.429755e-07	414	1	1	115029826	115034302	115029826	115034302	4477	4477	416
REG4	ENSG00000134193	ENST00000256585	1.252	6	9.4399	6.729815e-07	474	1	1	119794017	119811580	119794017	119811460	17564	17444	713
PRPF38B	ENSG00000134186	ENST00000370021	0.453	7	29.024	4.8181375e-06	1305	0	1	108692310	108702928	108692341	108701803	10619	9463	1655
GSTM1	ENSG00000134184	ENST00000309851	1.013	6	11.695	8.2247525e-07	654	1	1	109687814	109709039	109687817	109693745	21226	5929	0
GNAT2	ENSG00000134183	ENST00000351050	0.981	11	18.551	1.9766675e-06	1062	1	1	109603091	109619929	109603254	109613084	16839	9831	1062
TRPM1	ENSG00000134160	ENST00000256552	1.076	70	79.381	7.6488875e-06	4875	1	15	31001065	31161160	31001065	31101725	160096	100661	5057
EMC7	ENSG00000134153	ENST00000256545	0.432	1	10.971	8.9322725e-07	726	1	15	34084017	34101862	34084017	34101862	17846	17846	729
KATNBL1	ENSG00000134152	ENST00000256544	0.446	3	17.378	1.33536025e-06	912	1	15	34140674	34210096	34140674	34210096	69423	69423	917
DPH6	ENSG00000134146	ENST00000256538	1.079	10	15.723	1.3581905e-06	801	1	15	35217345	35546193	35370880	35546165	328849	175286	997
CHL1	ENSG00000134121	ENST00000256509	0.644	29	61.384	4.5243425e-06	3672	1	3	196763	409417	196763	409417	212655	212655	3671
CNTN6	ENSG00000134115	ENST00000350110	1.153	49	53.912	4.543605e-06	3084	0	3	1092658	1404217	1092661	1403594	311560	310934	3063
EDEM1	ENSG00000134109	ENST00000256497	1.088	24	31.012	2.74767e-06	1971	1	3	5187646	5219958	5187707	5219958	32313	32252	1859
ARL8B	ENSG00000134108	ENST00000256496	0.649	4	14.109	1.4008695e-06	558	1	3	5122249	5180911	5122292	5180911	58663	58620	511
BHLHE40	ENSG00000134107	ENST00000256495	0.194	0	15.421	1.0978285e-06	1236	1	3	4979437	4985323	4979437	4985323	5887	5887	1224
VHL	ENSG00000134086	ENST00000256474	0.927	3	8.3604	7.49462e-07	639	1	3	10141778	10153676	10141778	10153667	11899	11890	642
THUMPD3	ENSG00000134077	ENST00000345094	1.249	22	25.151	2.3702925e-06	1521	1	3	9362971	9386791	9363052	9386791	23821	23740	1509
CAMK1	ENSG00000134072	ENST00000256460	0.818	11	22.256	1.903805e-06	1110	1	3	9757347	9769992	9757347	9769947	12646	12601	1222
IRAK2	ENSG00000134070	ENST00000256458	1.255	30	32.433	2.6855275e-06	1875	1	3	10164919	10243745	10164919	10243745	78827	78827	1858
CD180	ENSG00000134061	ENST00000256447	0.992	9	15.828	1.1227525e-06	1983	1	5	67179613	67196799	67179613	67196799	17187	17187	1966
CDK7	ENSG00000134058	ENST00000256443	1.021	13	20.238	1.5380855e-06	1038	1	5	69234795	69277430	69234886	69277430	42636	42545	1038
CCNB1	ENSG00000134057	ENST00000256442	0.549	5	19.164	1.35750375e-06	1299	1	5	69167135	69178245	69167150	69178245	11111	11096	1274
MRPS36	ENSG00000134056	ENST00000256441	1.23	2	5.0656	3.53425e-07	309	1	5	69217760	69230158	69217760	69230158	12399	12399	106
IER3IP1	ENSG00000134049	ENST00000256433	1.41	3	5.388	4.94594e-07	246	1	18	47152834	47176364	47152834	47176364	23531	23531	249
MBD2	ENSG00000134046	ENST00000256429	0.522	4	17.53	1.844845e-06	1233	1	18	54151606	54224669	54151606	54224669	73064	73064	1063
MRO	ENSG00000134042	ENST00000256425	1.25	10	13.566	1.35385225e-06	744	0	18	50795120	50825402	50795120	50825384	30283	30265	858
CTIF	ENSG00000134030	ENST00000256413	0.106	0	28.083	2.3016175e-06	1794	1	18	48539031	48863217	48539031	48863217	324187	324187	1803
ADAMDEC1	ENSG00000134028	ENST00000256412	1.288	25	27.116	2.30413e-06	1410	1	8	24384285	24406013	24384285	24406013	21729	21729	1398
PEBP4	ENSG00000134020	ENST00000256404	1.287	8	11.204	9.6133275e-07	681	1	8	22713251	23000000	22713251	22927914	286750	214664	686
ELP3	ENSG00000134014	ENST00000256398	1.025	26	35.214	3.56574e-06	1641	1	8	28089673	28191156	28093139	28191153	101484	98015	1701
LOXL2	ENSG00000134013	ENST00000389131	0.65	18	41.082	3.494385e-06	2322	1	8	23296897	23425328	23296897	23404120	128432	107224	2398
MED6	ENSG00000133997	ENST00000256379	0.998	9	15.741	1.233202e-06	738	1	14	70581257	70600690	70583221	70600655	19434	17435	758
TTC9	ENSG00000133985	ENST00000256367	0.975	3	7.9472	7.448725e-07	666	1	14	70641916	70675366	70641916	70675366	33451	33451	516
COX16	ENSG00000133983	ENST00000389912	1.78	7	6.7315	7.1232725e-07	318	1	14	70325081	70416984	70325081	70359683	91904	34603	319
VRTN	ENSG00000133980	ENST00000256362	0.264	1	17.991	1.291023e-06	2106	1	14	74303069	74360008	74348471	74360008	56940	11538	2100
CATSPERB	ENSG00000133962	ENST00000256343	0.867	36	54.828	4.40994e-06	3348	1	14	91580696	91780707	91580698	91732086	200012	151389	3332
NUMB	ENSG00000133961	ENST00000355058	0.593	9	26.48	2.115525e-06	1953	1	14	73275107	73466167	73275210	73355769	191061	80560	1945
UNC79	ENSG00000133958	ENST00000256339	0.147	11	123.93	1.11091025e-05	7374	1	14	93333219	93707876	93333219	93707272	374658	374054	7844
C14orf159	ENSG00000133943	ENST00000256324	1.548	31	27	2.057905e-06	1863	1	14	91060333	91225632	91114073	91225632	165300	111560	2346
GSC	ENSG00000133937	ENST00000238558	1.129	4	8.095	5.9216275e-07	771	1	14	94768223	94770113	94768223	94770113	1891	1891	526
C14orf1	ENSG00000133935	ENST00000256319	0.853	2	7.3787	8.35624e-07	420	1	14	75649791	75660876	75649791	75660876	11086	11086	423
DPF2	ENSG00000133884	ENST00000252268	0.153	1	30.966	3.390535e-06	1215	0	11	65333843	65354262	65333867	65352983	20420	19117	1141
DUSP26	ENSG00000133878	ENST00000256261	1.225	7	10.727	1.41103675e-06	633	1	8	33591330	33600023	33591330	33600023	8694	8694	637
RNF122	ENSG00000133874	ENST00000256257	0.776	3	9.9967	8.5001225e-07	465	1	8	33547754	33567128	33547754	33567128	19375	19375	468
TMEM66	ENSG00000133872	ENST00000256255	0.83	7	15.839	1.116354e-06	1017	1	8	30063003	30083208	30063003	30083064	20206	20062	1133
TEX15	ENSG00000133863	ENST00000256246	0.778	53	85.636	6.975035e-06	8367	1	8	30831544	30913008	30831546	30849017	81465	17472	8314
ZFC3H1	ENSG00000133858	ENST00000378743	0.157	10	107.75	9.6893725e-06	5967	1	12	71609599	71667725	71609599	71663848	58127	54250	5983
RRAS2	ENSG00000133818	ENST00000256196	0.264	0	11.309	8.00315e-07	612	1	11	14277922	14364506	14277922	14359183	86585	81262	596
MICAL2	ENSG00000133816	ENST00000256194	0.686	29	57.622	4.8559925e-06	3372	1	11	12094008	12359144	12110591	12263785	265137	153195	3630
SBF2	ENSG00000133812	ENST00000256190	0.467	35	99.265	8.7587425e-06	5547	1	11	9776776	10304877	9778668	10294219	528102	515552	5593
AMPD3	ENSG00000133805	ENST00000396553	0.903	24	37.375	3.6459725e-06	2301	1	11	10308313	10507579	10455264	10507579	199267	52316	2323
LYVE1	ENSG00000133800	ENST00000256178	1.345	11	13.523	1.098733e-06	966	1	11	10556966	10611689	10556966	10568665	54724	11700	968
SWAP70	ENSG00000133789	ENST00000318950	0.471	9	33.341	2.63846e-06	1755	1	11	9664077	9752993	9664077	9752993	88917	88917	1757
CCDC59	ENSG00000133773	ENST00000256151	1.699	15	13.323	1.1680445e-06	723	1	12	82223681	82358805	82352303	82358387	135125	6085	708
E2F5	ENSG00000133740	ENST00000256117	0.376	1	12.608	9.2404725e-07	1041	0	8	85177154	85217158	85177612	85217158	40005	39547	909
LRRCC1	ENSG00000133739	ENST00000360375	0.965	39	52.773	4.3846475e-06	3096	1	8	85107215	85146080	85107238	85146080	38866	38843	3137
IMPA1	ENSG00000133731	ENST00000256108	0.746	5	14.099	1.32748775e-06	831	1	8	81656914	81686331	81656914	81686325	29418	29412	1013
SPINK5	ENSG00000133710	ENST00000256084	0.94	52	69.7	6.875205e-06	3192	1	5	148025683	148137382	148063980	148137382	111700	73403	3282
IPO8	ENSG00000133704	ENST00000256079	0.358	15	64.526	5.93486e-06	3111	1	12	30628988	30695869	30628988	30695869	66882	66882	3262
KRAS	ENSG00000133703	ENST00000256078	1.24	6	9.5335	8.1137e-07	567	1	12	25205246	25250936	25205246	25250929	45691	45684	570
TMTC1	ENSG00000133687	ENST00000256062	0.744	22	42.211	3.6972275e-06	2322	0	12	29500840	29784759	29500840	29784759	283920	283920	2621
TMEM254	ENSG00000133678	ENST00000372273	1.241	3	6.2094	4.970395e-07	431	0	10	80078646	80092557	80079036	80092557	13912	13522	148
DYDC2	ENSG00000133665	ENST00000256039	1.618	3	4.4541	3.69639e-07	531	1	10	80344745	80368073	80356781	80368073	23329	11293	543
SFTPD	ENSG00000133661	ENST00000372292	0.979	9	16.046	1.2770535e-06	1125	1	10	79937467	79982614	79937740	79949105	45148	11366	1129
C12orf29	ENSG00000133641	ENST00000356891	1.36	13	15.186	1.16189725e-06	975	1	12	88033846	88050160	88035536	88050160	16315	14625	783
LRRIQ1	ENSG00000133640	ENST00000393217	0.938	68	88.681	7.7386675e-06	5166	1	12	85036314	85264457	85036351	85245105	228144	208755	5199
BTG1	ENSG00000133639	ENST00000256015	0.738	1	6.4293	4.62099e-07	513	1	12	92140278	92145846	92140278	92145846	5569	5569	148
NTS	ENSG00000133636	ENST00000256010	1.645	7	7.7171	5.409915e-07	510	1	12	85874295	85882992	85874295	85882992	8698	8698	490
ACTR3B	ENSG00000133627	ENST00000256001	0.192	1	24.734	2.22708e-06	1254	1	7	152759749	152855378	152759752	152855378	95630	95627	306
AGAP3	ENSG00000133612	ENST00000397238	0.335	8	43.041	3.8888475e-06	2733	1	7	151085831	151144436	151086475	151144434	58606	57960	2803
MKRN1	ENSG00000133606	ENST00000255977	0.261	2	24.127	2.171805e-06	1446	1	7	140453033	140479536	140453033	140479505	26504	26473	957
ADCK2	ENSG00000133597	ENST00000072869	0.92	14	23.8	2.085375e-06	1878	1	7	140672945	140696261	140672945	140695110	23317	22166	1824
GIMAP4	ENSG00000133574	ENST00000255945	1.957	3	1.1053	7.878195e-08	987	1	7	150567369	150573953	150567390	150573953	6585	6564	1024
GIMAP6	ENSG00000133561	ENST00000328902	1.76	1	1.9287	1.36996575e-07	876	1	7	150625375	150632648	150625375	150632385	7274	7011	876
SEC14L4	ENSG00000133488	ENST00000255858	1.128	20	25.763	2.3518675e-06	1218	1	22	30488902	30505711	30488902	30505695	16810	16794	1310
FAM83F	ENSG00000133477	ENST00000333407	1.434	17	17.764	1.66841725e-06	1500	1	22	39994954	40043534	39994954	40043534	48581	48581	1329
C1QTNF6	ENSG00000133466	ENST00000337843	1.623	8	8.6745	6.1939825e-07	834	1	22	37180166	37199385	37180166	37188247	19220	8082	872
MYO18B	ENSG00000133454	ENST00000335473	0.715	70	119.43	1.020343e-05	7701	1	22	25742144	26031045	25742188	26031045	288902	288858	7697
GSTT2B	ENSG00000133433	ENST00000290765	0.708	0	4.224	3.0205275e-07	732	1	22	23957414	23961195	23957414	23961195	3782	3782	0
MORC2	ENSG00000133422	ENST00000215862	0.205	6	57.807	5.618285e-06	2910	1	22	30925130	30968774	30926611	30968201	43645	41591	3108
MED10	ENSG00000133398	ENST00000255764	1.092	3	7.0904	6.1169325e-07	405	1	5	6371874	6378571	6371874	6378547	6698	6674	408
FOPNL	ENSG00000133393	ENST00000255759	1.624	9	9.464	1.0621175e-06	522	1	16	15865719	15888625	15865719	15888603	22907	22885	530
MYH11	ENSG00000133392	ENST00000300036	0.29	22	108.29	1.04685825e-05	5916	1	16	15703135	15858438	15703135	15857028	155304	153894	5946
HRASLS2	ENSG00000133328	ENST00000255695	1.831	6	5.5268	3.9106225e-07	486	1	11	63552770	63563379	63552770	63563379	10610	10610	489
RARRES3	ENSG00000133321	ENST00000255688	1.922	9	6.2277	4.42267e-07	492	1	11	63536808	63548808	63536808	63546458	12001	9651	579
RTN3	ENSG00000133318	ENST00000339997	0.65	13	31.787	2.48302e-06	3039	0	11	63681446	63759891	63681483	63759891	78446	78409	3106
LGALS12	ENSG00000133317	ENST00000255684	1.618	17	15.648	1.3384255e-06	981	0	11	63506052	63516774	63506084	63516767	10723	10684	1005
WDR74	ENSG00000133316	ENST00000278856	1.122	16	21.661	1.718885e-06	1155	1	11	62832342	62841809	62832911	62839590	9468	6680	1155
MACROD1	ENSG00000133315	ENST00000255681	0.499	3	15.525	1.17389025e-06	975	1	11	63998558	64166113	63998558	64166113	167556	167556	768
CNDP2	ENSG00000133313	ENST00000324262	0.931	15	24.805	2.1810175e-06	1425	1	18	74495816	74523454	74496363	74523454	27639	27092	1564
ANKRD32	ENSG00000133302	ENST00000265140	0.706	23	46.123	3.6339125e-06	3174	1	5	94618669	94739436	94618669	94697621	120768	78953	3052
CSNK1G2	ENSG00000133275	ENST00000255641	0.254	1	18.648	1.32306575e-06	1245	1	19	1941172	1981338	1941172	1981338	40167	40167	1155
HSPBP1	ENSG00000133265	ENST00000255631	0.652	5	16.115	1.39870875e-06	1077	1	19	55262223	55280381	55262231	55280360	18159	18130	1082
